iter,loss,distance_importance,distance_ranking
104,0.28895897730284886,0.3852786364037985,0.0
105,0.2966661317991882,0.39555484239891764,0.0
106,0.3028225513177033,0.40376340175693776,0.0
107,0.25444952748419025,0.339266036645587,0.0
108,0.30741001337435675,0.4098800178324757,0.0
109,0.2900074884139466,0.38667665121859546,0.0
110,0.29748114337089265,0.39664152449452356,0.0
111,0.29152074864543726,0.3886943315272497,0.0
112,0.2853567708695617,0.3804756944927489,0.0
113,0.2786928272775824,0.3715904363701098,0.0
114,0.2805644434375172,0.3740859245833562,0.0
115,0.32663792820919274,0.43551723761225697,0.0
116,0.27616346696985467,0.3682179559598062,0.0
117,0.2842465331654164,0.37899537755388857,0.0
118,0.2723179908994553,0.3630906545326071,0.0
119,0.2527972151255491,0.3370629535007321,0.0
120,0.28783009628914674,0.38377346171886234,0.0
121,0.33321428888603666,0.4269697011986982,0.05194805194805195
122,0.28624315188587646,0.38165753584783524,0.0
123,0.3358510716757308,0.4304854115849571,0.05194805194805195
124,0.30732681654077787,0.4097690887210372,0.0
125,0.29355049022278523,0.39140065363038035,0.0
126,0.2885117862986991,0.3846823817315988,0.0
127,0.2698536069840647,0.35980480931208625,0.0
128,0.2611537610214053,0.34820501469520704,0.0
129,0.29448874145113313,0.3926516552681775,0.0
130,0.2961107838381759,0.3948143784509012,0.0
131,0.2774654762869821,0.3699539683826428,0.0
132,0.3042914780154653,0.40572197068728705,0.0
133,0.2736509637978218,0.364867951730429,0.0
134,0.3245085208856993,0.4153620105315818,0.05194805194805195
135,0.2548379792412085,0.33978397232161134,0.0
136,0.2731729378777661,0.36423058383702145,0.0
137,0.28474941419405475,0.37966588559207304,0.0
138,0.2564542683147353,0.341939024419647,0.0
139,0.2847080039873171,0.3796106719830895,0.0
140,0.3095674399776197,0.4127565866368263,0.0
141,0.2994949019629739,0.3993265359506319,0.0
142,0.29760241004151566,0.39680321338868757,0.0
143,0.282780695830854,0.377040927774472,0.0
144,0.2641006339692466,0.35213417862566215,0.0
145,0.33607051924779163,0.4480940256637222,0.0
146,0.27505820224120286,0.36674426965493717,0.0
147,0.26666030919733247,0.3555470789297766,0.0
148,0.2504408795762769,0.33392117276836925,0.0
149,0.25614711456223266,0.3415294860829769,0.0
150,0.27542146188200933,0.3672286158426791,0.0
151,0.28908470056884306,0.38544626742512406,0.0
152,0.27268685992612823,0.36358247990150433,0.0
153,0.31897512092591995,0.42530016123455994,0.0
154,0.28677558701920874,0.382367449358945,0.0
155,0.28357998646414695,0.3781066486188626,0.0
156,0.2837049140669062,0.3782732187558749,0.0
157,0.27599426483844336,0.3679923531179245,0.0
158,0.2539983504072605,0.3386644672096807,0.0
159,0.2744441918877932,0.36592558918372425,0.0
160,0.33960083721291806,0.45280111628389075,0.0
161,0.24592633143009301,0.32790177524012404,0.0
162,0.2770749363814383,0.36943324850858444,0.0
163,0.2869647746869361,0.38261969958258146,0.0
164,0.3013993888567107,0.4018658518089476,0.0
165,0.2788747188052842,0.3718329584070456,0.0
166,0.26887069712555,0.3584942628340667,0.0
167,0.28829280143392044,0.38439040191189394,0.0
168,0.2703156424351646,0.36042085658021944,0.0
169,0.2912654664658869,0.3883539552878492,0.0
170,0.23612851436756477,0.314838019156753,0.0
171,0.28606417429516046,0.3814188990602139,0.0
172,0.2859132119616539,0.3812176159488719,0.0
173,0.2408547114857228,0.3211396153142971,0.0
174,0.3569099256619659,0.47587990088262117,0.0
175,0.258034342589316,0.344045790119088,0.0
176,0.25576852653522786,0.34102470204697044,0.0
177,0.2507452687722249,0.3343270250296332,0.0
178,0.27904809154133925,0.37206412205511896,0.0
179,0.28923159064642673,0.3856421208619023,0.0
180,0.2469372185566127,0.32924962474215025,0.0
181,0.27729000361957906,0.3697200048261054,0.0
182,0.2857199687234396,0.38095995829791945,0.0
183,0.2638473930286007,0.35179652403813433,0.0
184,0.2419192751452831,0.3225590335270441,0.0
185,0.27841436334321157,0.37121915112428205,0.0
186,0.31349596438873123,0.417994619184975,0.0
187,0.2438212727533841,0.3250950303378455,0.0
188,0.2807894950526041,0.3743859934034721,0.0
189,0.32643027980304334,0.43524037307072444,0.0
190,0.28121556435589024,0.3749540858078536,0.0
191,0.25486199744999327,0.339815996599991,0.0
192,0.32627287046555553,0.435030493954074,0.0
193,0.2509371429728249,0.33458285729709986,0.0
194,0.3174596610801822,0.4232795481069096,0.0
195,0.274138071829122,0.36551742910549595,0.0
196,0.2841653341326042,0.3788871121768056,0.0
197,0.2975009598289013,0.39666794643853504,0.0
198,0.2626736088263687,0.3502314784351582,0.0
199,0.2532864675000003,0.33771529000000033,0.0
200,0.23817612638951668,0.3175681685193556,0.0
201,0.3218098174895483,0.42907975665273107,0.0
202,0.27160127377975135,0.36213503170633515,0.0
203,0.2619754322936606,0.34930057639154743,0.0
204,0.28836733641232115,0.3844897818830949,0.0
205,0.2706862183911666,0.36091495785488875,0.0
206,0.30360114184883374,0.40480152246511164,0.0
207,0.25620007374940373,0.3416000983325383,0.0
208,0.3050771051004121,0.40676947346721615,0.0
209,0.27689439568443963,0.36919252757925286,0.0
210,0.24141337806073992,0.32188450408098657,0.0
211,0.26580581297038447,0.3544077506271793,0.0
212,0.24517762249397396,0.32690349665863194,0.0
213,0.2660926095995779,0.3547901461327706,0.0
214,0.2659885659432678,0.3546514212576904,0.0
215,0.3040301834827083,0.40537357797694445,0.0
216,0.2686350424951245,0.35818005666016595,0.0
217,0.25151739152606933,0.33535652203475913,0.0
218,0.23738863686434386,0.31651818248579183,0.0
219,0.28051635449890083,0.37402180599853446,0.0
220,0.26441216559967595,0.35254955413290123,0.0
221,0.25315072078594003,0.3375342943812534,0.0
222,0.2570327306048974,0.34271030747319653,0.0
223,0.27880020077198503,0.37173360102931335,0.0
224,0.24867173883272514,0.33156231844363354,0.0
225,0.34418241213401624,0.44159386552933766,0.05194805194805195
226,0.24949213953325305,0.3326561860443374,0.0
227,0.25824198182520686,0.3443226424336091,0.0
228,0.2815958698291889,0.37546115977225186,0.0
229,0.29045925694659863,0.3872790092621315,0.0
230,0.25201668125864357,0.33602224167819145,0.0
231,0.23232770048270043,0.30977026731026724,0.0
232,0.2657111013635994,0.3542814684847992,0.0
233,0.26645921962583075,0.35527895950110766,0.0
234,0.3362504851492954,0.4310179628830432,0.05194805194805195
235,0.2660196957499634,0.3546929276666179,0.0
236,0.26287323870837026,0.35049765161116037,0.0
237,0.2920313187338749,0.3893750916451665,0.0
238,0.24276353401978507,0.3236847120263801,0.0
239,0.26375613957649247,0.3516748527686566,0.0
240,0.2802038346064749,0.3736051128086332,0.0
241,0.28017216830755254,0.37356289107673674,0.0
242,0.2941641151282829,0.39221882017104387,0.0
243,0.27831743736757064,0.37108991649009415,0.0
244,0.25935480336806765,0.3458064044907569,0.0
245,0.2807041091597361,0.37427214554631477,0.0
246,0.2864763971362432,0.3819685295149909,0.0
247,0.27726206129864905,0.3696827483981987,0.0
248,0.2811787824064739,0.3749050432086319,0.0
249,0.23874222636758857,0.3183229684901181,0.0
250,0.3001185929719332,0.40015812396257766,0.0
251,0.2893302599439681,0.3857736799252908,0.0
252,0.28138273662843283,0.37517698217124373,0.0
253,0.26822153754943884,0.3576287167325851,0.0
254,0.2583576510873597,0.3444768681164796,0.0
255,0.3288748924585486,0.4384998566113982,0.0
256,0.3000301531117208,0.4000402041489611,0.0
257,0.2987572806146254,0.39834304081950056,0.0
258,0.28633838028331127,0.381784507044415,0.0
259,0.26095884270329556,0.34794512360439406,0.0
260,0.26471896345472573,0.3529586179396343,0.0
261,0.2662973803260566,0.35506317376807545,0.0
262,0.3071398037352932,0.4095197383137243,0.0
263,0.25335312024122225,0.33780416032162963,0.0
264,0.2453667172085061,0.3271556229446748,0.0
265,0.2871703167099111,0.3828937556132148,0.0
266,0.23500309326336472,0.3133374576844863,0.0
267,0.3050571645176584,0.4067428860235445,0.0
268,0.2438614406015926,0.3251485874687901,0.0
269,0.2250400439435465,0.3000533919247287,0.0
270,0.27059770672309735,0.3607969422974631,0.0
271,0.3037627842371454,0.40501704564952723,0.0
272,0.29680939646260784,0.3957458619501438,0.0
273,0.2425371208447492,0.32338282779299893,0.0
274,0.2186750302724582,0.29156670702994425,0.0
275,0.23093442722432417,0.30791256963243224,0.0
276,0.24540625652436732,0.3272083420324898,0.0
277,0.31068062163457255,0.4142408288460967,0.0
278,0.2548916789820621,0.3398555719760828,0.0
279,0.3753925515266465,0.48320738471951136,0.05194805194805195
280,0.2581972155937555,0.3442629541250074,0.0
281,0.27372538283175507,0.3649671771090067,0.0
282,0.2442927436490174,0.32572365819868987,0.0
283,0.23873961138014704,0.31831948184019604,0.0
284,0.24810745494434308,0.3308099399257908,0.0
285,0.2793215683141498,0.3724287577521997,0.0
286,0.27950784968033204,0.37267713290710935,0.0
287,0.25286365694153945,0.33715154258871927,0.0
288,0.2317949465486182,0.30905992873149096,0.0
289,0.2526055117872247,0.33680734904963294,0.0
290,0.28499865705450067,0.37999820940600093,0.0
291,0.21441492290425093,0.2858865638723346,0.0
292,0.261272107769592,0.348362810359456,0.0
293,0.2791049060508316,0.37213987473444216,0.0
294,0.24413490737531118,0.32551320983374826,0.0
295,0.2680383859382386,0.35738451458431814,0.0
296,0.25773197779292495,0.34364263705723325,0.0
297,0.23783019369898084,0.31710692493197445,0.0
298,0.2533028828467427,0.33773717712899026,0.0
299,0.24513870006175548,0.32685160008234065,0.0
300,0.2683067623484948,0.35774234979799313,0.0
301,0.23385040002709312,0.3118005333694575,0.0
302,0.23072946215128462,0.3076392828683795,0.0
303,0.25950027675147885,0.3460003690019718,0.0
304,0.21612950391733018,0.2881726718897736,0.0
305,0.25794147948494034,0.34392197264658714,0.0
306,0.25333416011191273,0.337778880149217,0.0
307,0.2334170883547391,0.31122278447298546,0.0
308,0.22305809575129865,0.29741079433506484,0.0
309,0.2242081605151873,0.29894421402024973,0.0
310,0.23743968384364583,0.3165862451248611,0.0
311,0.21064202281953986,0.28085603042605317,0.0
312,0.2489710498027833,0.3319613997370444,0.0
313,0.2554988412687508,0.3406651216916677,0.0
314,0.2514464163604537,0.3352618884806049,0.0
315,0.22984541403816694,0.30646055205088923,0.0
316,0.2458744042823477,0.32783253904313026,0.0
317,0.2457529150843196,0.32767055344575946,0.0
318,0.2677841313589088,0.357045508478545,0.0
319,0.2749360076775631,0.3665813435700841,0.0
320,0.24866092930566763,0.33154790574089016,0.0
321,0.2480111408392692,0.3306815211190256,0.0
322,0.2733984832070608,0.3645313109427477,0.0
323,0.2918590388707193,0.3891453851609591,0.0
324,0.24906858706869334,0.33209144942492447,0.0
325,0.23384930357807854,0.31179907143743807,0.0
326,0.2514124781323682,0.33521663750982433,0.0
327,0.2654157011020051,0.3538876014693401,0.0
328,0.21552662685399937,0.2873688358053325,0.0
329,0.23143576720135423,0.30858102293513895,0.0
330,0.23556497003933552,0.314086626719114,0.0
331,0.23244705686761952,0.30992940915682604,0.0
332,0.23526948281466906,0.3136926437528921,0.0
333,0.29125981349448493,0.3883464179926466,0.0
334,0.24771434467052972,0.33028579289403964,0.0
335,0.24034908230947638,0.32046544307930186,0.0
336,0.2558891804965654,0.3411855739954205,0.0
337,0.23962506485338836,0.3195000864711845,0.0
338,0.24905182600397358,0.33206910133863143,0.0
339,0.2339502843035112,0.3119337124046816,0.0
340,0.2714499660371246,0.3619332880494995,0.0
341,0.2499627615809658,0.3332836821079544,0.0
342,0.2569349879281242,0.34257998390416555,0.0
343,0.2454001115982712,0.32720014879769493,0.0
344,0.25955770360764413,0.3460769381435255,0.0
345,0.2142107665321831,0.28561435537624413,0.0
346,0.23429481572482774,0.31239308763310364,0.0
347,0.19990745685482653,0.2665432758064354,0.0
348,0.23461302838559012,0.31281737118078684,0.0
349,0.21435770581342273,0.28581027441789697,0.0
350,0.2275423414565957,0.30338978860879423,0.0
351,0.21974260388529518,0.2929901385137269,0.0
352,0.21469471026459339,0.2862596136861245,0.0
353,0.220811983509774,0.294415978013032,0.0
354,0.23801806636713213,0.3173574218228428,0.0
355,0.18842780185548164,0.2512370691406422,0.0
356,0.2123370595791856,0.28311607943891415,0.0
357,0.261935884638008,0.34924784618401067,0.0
358,0.20937783227884638,0.27917044303846184,0.0
359,0.26240547610545767,0.3498739681406102,0.0
360,0.24483318883410374,0.326444251778805,0.0
361,0.23133457475591324,0.308446099674551,0.0
362,0.2248435188904303,0.29979135852057376,0.0
363,0.21364346674332668,0.2848579556577689,0.0
364,0.23075206575550464,0.3076694210073395,0.0
365,0.21648390063781384,0.28864520085041845,0.0
366,0.21753777248268286,0.2900503633102438,0.0
367,0.22305396501302,0.29740528668402666,0.0
368,0.23451119090118105,0.3126815878682414,0.0
369,0.21654091588963628,0.2887212211861817,0.0
370,0.24816507319186673,0.3308867642558223,0.0
371,0.22477628288577628,0.2997017105143684,0.0
372,0.26021169955509477,0.34694893274012634,0.0
373,0.27100671756614103,0.361342290088188,0.0
374,0.19433547186927952,0.2591139624923727,0.0
375,0.23685623969666447,0.3158083195955526,0.0
376,0.21491377818666685,0.28655170424888915,0.0
377,0.2274124699362619,0.3032166265816825,0.0
378,0.21775002538469543,0.2903333671795939,0.0
379,0.21933269665270727,0.29244359553694305,0.0
380,0.19487145378944254,0.25982860505259003,0.0
381,0.20734626352930818,0.2764616847057442,0.0
382,0.2044582180025311,0.27261095733670815,0.0
383,0.203033654853985,0.2707115398053133,0.0
384,0.20491901712850394,0.2732253561713386,0.0
385,0.21705785603038288,0.2894104747071772,0.0
386,0.1974869748485954,0.2633159664647939,0.0
387,0.21744083818484033,0.2899211175797871,0.0
388,0.21943360617342628,0.29257814156456835,0.0
389,0.23355727997019637,0.3114097066269285,0.0
390,0.22675780481400049,0.30234373975200063,0.0
391,0.20863624781116136,0.2781816637482151,0.0
392,0.21226204165832765,0.2830160555444369,0.0
393,0.20877157147909803,0.278362095305464,0.0
394,0.1940199786103901,0.2586933048138535,0.0
395,0.1768967842844952,0.2358623790459936,0.0
396,0.19164331866589446,0.25552442488785926,0.0
397,0.22923460266722254,0.30564613688963005,0.0
398,0.22810468348636614,0.3041395779818215,0.0
399,0.219942734139095,0.29325697885212665,0.0
400,0.23416140715867184,0.3122152095448958,0.0
401,0.18107568806249638,0.24143425074999517,0.0
402,0.17449842966264928,0.23266457288353237,0.0
403,0.2039230459709906,0.27189739462798745,0.0
404,0.20882243296159797,0.27842991061546396,0.0
405,0.18999048416092268,0.2533206455478969,0.0
406,0.21856313335635147,0.291417511141802,0.0
407,0.19434796950395467,0.25913062600527287,0.0
408,0.19979970283037396,0.26639960377383193,0.0
409,0.20477750551740947,0.27303667402321263,0.0
410,0.18053878488384392,0.24071837984512523,0.0
411,0.21964335831396542,0.29285781108528725,0.0
412,0.21546408181919602,0.2872854424255947,0.0
413,0.21212830345993494,0.2828377379465799,0.0
414,0.23663616044895502,0.3155148805986067,0.0
415,0.19199466475290244,0.25599288633720324,0.0
416,0.20594510116501955,0.27459346822002606,0.0
417,0.2355676923994501,0.31409025653260014,0.0
418,0.19756333304796286,0.26341777739728384,0.0
419,0.19168447415774711,0.25557929887699615,0.0
420,0.21976881279847355,0.29302508373129804,0.0
421,0.1986309949295971,0.26484132657279613,0.0
422,0.20856828550091577,0.27809104733455436,0.0
423,0.21535449165336806,0.28713932220449073,0.0
424,0.18720863119608994,0.24961150826145326,0.0
425,0.22363729597654472,0.2981830613020596,0.0
426,0.2381178546784925,0.31749047290465665,0.0
427,0.220941886171468,0.29458918156195735,0.0
428,0.23178955422196623,0.30905273896262164,0.0
429,0.23510165990692372,0.3134688798758983,0.0
430,0.2125232643523149,0.28336435246975317,0.0
431,0.23671723684059853,0.3156229824541314,0.0
432,0.21955613496731174,0.292741513289749,0.0
433,0.23882059924920257,0.3184274656656034,0.0
434,0.27816204083313434,0.3708827211108458,0.0
435,0.23593779809495408,0.3145837307932721,0.0
436,0.24387728888598809,0.32516971851465076,0.0
437,0.25647159220579385,0.34196212294105843,0.0
438,0.22569887684234963,0.3009318357897995,0.0
439,0.22093119401213893,0.29457492534951857,0.0
440,0.19677694830376105,0.26236926440501473,0.0
441,0.21658573338615916,0.2887809778482122,0.0
442,0.23524611441772897,0.3136614858903053,0.0
443,0.2020249626273467,0.2693666168364623,0.0
444,0.21106561062082713,0.2814208141611028,0.0
445,0.2316043526937821,0.30880580359170945,0.0
446,0.25450915962576215,0.33934554616768287,0.0
447,0.23010443468255337,0.30680591291007114,0.0
448,0.23660790174503676,0.31547720232671567,0.0
449,0.2504272695189672,0.33390302602528965,0.0
450,0.24083196341692364,0.3211092845558982,0.0
451,0.2555744288246016,0.3407659050994688,0.0
452,0.20765856372831126,0.2768780849710817,0.0
453,0.22808264629113936,0.3041101950548525,0.0
454,0.24117092829827352,0.32156123773103135,0.0
455,0.24014050846817664,0.32018734462423554,0.0
456,0.22102874568685937,0.2947049942491458,0.0
457,0.20996485217231645,0.27995313622975526,0.0
458,0.23089593716748563,0.3078612495566475,0.0
459,0.21905095685240322,0.29206794246987094,0.0
460,0.20096209201132065,0.2679494560150942,0.0
461,0.23750421501513433,0.31667228668684577,0.0
462,0.24849217656723424,0.33132290208964565,0.0
463,0.22217459001718565,0.29623278668958086,0.0
464,0.2199824307048451,0.29330990760646014,0.0
465,0.1814423630134852,0.24192315068464693,0.0
466,0.21711250192477538,0.2894833358997005,0.0
467,0.21425278349007637,0.2856703779867685,0.0
468,0.17515050918786185,0.23353401225048248,0.0
469,0.22093262747210574,0.2945768366294743,0.0
470,0.16751655248385205,0.22335540331180273,0.0
471,0.21666324092667164,0.2888843212355622,0.0
472,0.2471332811121526,0.32951104148287014,0.0
473,0.21574126774634614,0.28765502366179485,0.0
474,0.19870037201253848,0.26493382935005133,0.0
475,0.19820467888751314,0.26427290518335084,0.0
476,0.2007796675742299,0.26770622343230654,0.0
477,0.22201046950050413,0.2960139593340055,0.0
478,0.19872894401263883,0.2649719253501851,0.0
479,0.203007591702001,0.27067678893600133,0.0
480,0.193603148684358,0.258137531579144,0.0
481,0.20293946071788538,0.2705859476238472,0.0
482,0.18865714318873178,0.2515428575849757,0.0
483,0.2141478516939509,0.28553046892526784,0.0
484,0.20609706799505467,0.2747960906600729,0.0
485,0.23025993985500276,0.30701325314000366,0.0
486,0.25324642575844813,0.33766190101126414,0.0
487,0.20811079331215104,0.27748105774953474,0.0
488,0.2093100803621984,0.27908010714959786,0.0
489,0.19562061547410375,0.260827487298805,0.0
490,0.2173919574152583,0.2898559432203444,0.0
491,0.19050161412848396,0.25400215217131195,0.0
492,0.2188100583932565,0.291746744524342,0.0
493,0.1819286202123075,0.24257149361641,0.0
494,0.24260516695214362,0.3234735559361915,0.0
495,0.2418596739350881,0.3224795652467841,0.0
496,0.19787249512319327,0.263829993497591,0.0
497,0.2030392202492432,0.2707189603323243,0.0
498,0.17802371853907378,0.23736495805209837,0.0
499,0.17840299423275435,0.23787065897700582,0.0
500,0.17147226899402765,0.22862969199203687,0.0
